Booking_ID;no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;type_of_meal_plan;required_car_parking_space;room_type_reserved;lead_time;arrival_year;arrival_month;arrival_date;market_segment_type;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
UID_00025;2;0;0;3;Not Selected;0;Room_Type 1;73;2018;4;27;Online;0;0;0;82.69;1;Not_Canceled
UID_00026;2;0;1;2;Meal Plan 1;0;Room_Type 1;418;2018;9;26;Offline;0;0;0;75;0;Canceled
UID_00027;2;0;0;2;Not Selected;0;Room_Type 1;30;2018;5;11;Online;0;0;0;116.1;1;Not_Canceled
UID_00028;2;0;0;1;Meal Plan 1;0;Room_Type 1;32;2018;5;7;Online;0;0;0;126.9;0;Not_Canceled
UID_00029;2;0;1;2;Meal Plan 1;0;Room_Type 4;185;2018;12;16;Online;0;0;0;103.5;0;Not_Canceled
UID_00030;2;0;2;5;Meal Plan 1;0;Room_Type 1;83;2017;7;6;Online;0;0;0;76.5;1;Canceled
UID_00031;2;0;0;3;Meal Plan 1;0;Room_Type 1;213;2018;6;7;Offline;0;0;0;130;0;Canceled
UID_00032;2;0;2;1;Meal Plan 2;0;Room_Type 1;145;2017;8;29;Offline;0;0;0;94.5;0;Not_Canceled
UID_00033;2;0;0;3;Not Selected;0;Room_Type 1;98;2018;12;8;Online;0;0;0;79.2;2;Not_Canceled
UID_00034;2;0;0;3;Meal Plan 1;0;Room_Type 1;29;2017;12;31;Offline;0;0;0;118;0;Not_Canceled
UID_00035;2;0;2;2;Meal Plan 1;0;Room_Type 1;89;2018;7;17;Online;0;0;0;105.3;1;Not_Canceled
UID_00036;2;0;1;1;Meal Plan 1;0;Room_Type 4;62;2018;4;30;Online;0;0;0;140.4;0;Canceled
UID_00037;1;0;1;0;Meal Plan 1;0;Room_Type 1;3;2018;11;21;Corporate;0;0;0;65;0;Canceled
UID_00038;2;0;1;2;Meal Plan 1;0;Room_Type 1;174;2018;7;25;Online;0;0;0;112;1;Canceled
UID_00039;2;0;0;3;Meal Plan 1;0;Room_Type 1;14;2018;2;24;Offline;0;0;0;87;0;Not_Canceled
UID_00040;1;0;0;3;Meal Plan 1;0;Room_Type 1;287;2018;9;29;Online;0;0;0;100.8;2;Canceled
UID_00041;2;0;1;4;Meal Plan 1;0;Room_Type 1;127;2018;11;2;Online;0;0;0;90;3;Not_Canceled
UID_00042;2;0;0;3;Meal Plan 1;0;Room_Type 1;96;2018;8;2;Complementary;0;0;0;0;1;Not_Canceled
UID_00043;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;7;23;Online;0;0;0;101.18;0;Not_Canceled
UID_00044;2;0;1;1;Meal Plan 2;0;Room_Type 1;301;2018;7;30;Offline;0;0;0;115;1;Canceled
UID_00045;2;0;0;2;Not Selected;0;Room_Type 1;1;2018;1;29;Online;0;0;0;80;1;Not_Canceled
UID_00046;2;0;1;2;Meal Plan 1;0;Room_Type 1;305;2018;11;4;Offline;0;0;0;89;0;Canceled
UID_00047;2;0;1;1;Meal Plan 1;0;Room_Type 4;267;2018;10;1;Online;0;0;0;115.2;0;Canceled
UID_00048;1;0;0;5;Meal Plan 1;0;Room_Type 4;52;2018;5;31;Online;0;0;0;140.4;0;Not_Canceled
UID_00049;2;0;0;2;Not Selected;0;Room_Type 1;125;2018;6;17;Online;0;0;0;116.1;1;Not_Canceled
UID_00050;2;0;0;4;Meal Plan 1;0;Room_Type 1;98;2018;12;21;Offline;0;0;0;75;0;Not_Canceled
UID_00051;2;0;2;2;Meal Plan 1;0;Room_Type 1;123;2018;5;13;Online;0;0;0;113.55;0;Canceled
UID_00052;3;0;1;2;Meal Plan 1;0;Room_Type 1;18;2018;12;30;Offline;0;0;0;93.67;0;Not_Canceled
UID_00053;2;0;0;3;Meal Plan 1;0;Room_Type 1;3;2018;2;25;Offline;0;0;0;81;0;Not_Canceled
UID_00054;2;0;2;2;Meal Plan 1;0;Room_Type 1;62;2018;6;19;Online;0;0;0;106.65;0;Canceled
UID_00055;1;0;0;2;Meal Plan 1;0;Room_Type 1;5;2018;10;25;Aviation;0;0;0;95;0;Not_Canceled
UID_00056;2;0;1;0;Not Selected;0;Room_Type 1;4;2018;2;14;Offline;0;0;0;60.4;0;Canceled
UID_00057;2;0;2;1;Meal Plan 1;0;Room_Type 1;275;2018;10;1;Online;0;0;0;106.2;0;Canceled
UID_00058;2;0;1;3;Meal Plan 1;0;Room_Type 1;40;2017;10;5;Online;0;0;0;94.5;1;Not_Canceled
UID_00059;1;0;0;1;Meal Plan 1;0;Room_Type 7;2;2018;9;21;Complementary;1;0;1;0;0;Not_Canceled
UID_00060;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;101.5;0;Not_Canceled
UID_00061;2;0;2;4;Meal Plan 1;0;Room_Type 1;77;2017;12;31;Online;0;0;0;100.97;1;Not_Canceled
UID_00062;2;0;2;0;Meal Plan 2;0;Room_Type 1;275;2018;4;17;Offline;0;0;0;110;0;Canceled
UID_00063;2;0;0;4;Meal Plan 1;0;Room_Type 1;40;2018;11;2;Offline;0;0;0;75;1;Not_Canceled
UID_00064;2;0;1;2;Meal Plan 1;0;Room_Type 4;52;2018;5;27;Online;0;0;0;108.11;2;Not_Canceled
UID_00065;1;0;0;1;Not Selected;0;Room_Type 1;7;2018;12;15;Online;0;0;0;52.36;1;Not_Canceled
UID_00066;1;0;0;1;Meal Plan 1;0;Room_Type 1;12;2017;10;7;Corporate;0;0;0;65;0;Not_Canceled
UID_00067;2;0;2;2;Meal Plan 1;0;Room_Type 4;61;2017;11;21;Offline;0;0;0;60;0;Not_Canceled
UID_00068;2;0;1;1;Meal Plan 1;0;Room_Type 1;159;2018;4;9;Offline;0;0;0;70;1;Not_Canceled
UID_00069;1;0;2;4;Meal Plan 1;0;Room_Type 1;31;2018;5;15;Corporate;0;0;0;95;1;Not_Canceled
UID_00070;2;0;1;3;Meal Plan 1;0;Room_Type 1;111;2018;4;4;Online;0;0;0;82.45;1;Not_Canceled
UID_00071;2;0;0;3;Meal Plan 1;0;Room_Type 1;314;2018;10;12;Offline;0;0;0;75;0;Canceled
UID_00072;2;0;1;1;Meal Plan 2;0;Room_Type 1;301;2018;7;30;Offline;0;0;0;109;0;Canceled
UID_00073;2;0;0;3;Meal Plan 1;0;Room_Type 1;142;2018;8;24;Online;0;0;0;99.3;0;Not_Canceled
UID_00074;2;0;0;1;Meal Plan 1;0;Room_Type 1;56;2018;6;8;Offline;0;0;0;120;0;Not_Canceled
UID_00075;2;0;0;2;Meal Plan 1;0;Room_Type 1;245;2018;6;17;Offline;0;0;0;75;0;Canceled
UID_00076;2;0;0;2;Meal Plan 1;0;Room_Type 1;12;2018;9;27;Offline;0;0;0;95;0;Not_Canceled
UID_00077;2;0;0;2;Not Selected;0;Room_Type 1;150;2018;9;9;Online;0;0;0;89.4;1;Not_Canceled
UID_00078;1;0;1;3;Meal Plan 1;0;Room_Type 1;0;2017;8;10;Online;0;0;0;114;0;Not_Canceled
UID_00079;2;0;0;2;Not Selected;0;Room_Type 1;23;2018;11;18;Online;0;0;0;91.5;1;Canceled
UID_00080;2;0;0;2;Meal Plan 2;0;Room_Type 1;273;2017;7;17;Online;0;0;0;109;0;Canceled
UID_00081;2;1;0;5;Meal Plan 1;0;Room_Type 1;75;2018;10;11;Online;0;0;0;135;0;Canceled
UID_00082;2;1;1;2;Meal Plan 1;0;Room_Type 4;68;2018;5;13;Online;0;0;0;140.4;0;Canceled
UID_00083;2;0;0;1;Not Selected;0;Room_Type 1;31;2018;4;14;Online;0;0;0;94.5;0;Canceled
UID_00084;1;0;0;2;Meal Plan 1;0;Room_Type 5;5;2018;5;4;Corporate;1;0;12;106;0;Not_Canceled
UID_00085;1;0;2;1;Meal Plan 1;0;Room_Type 1;17;2017;9;5;Online;0;0;0;69.49;0;Not_Canceled
UID_00086;2;0;0;2;Meal Plan 1;0;Room_Type 4;29;2018;10;5;Online;0;0;0;166.25;3;Not_Canceled
UID_00087;2;0;1;1;Meal Plan 1;0;Room_Type 1;25;2018;10;10;Offline;0;0;0;104;1;Not_Canceled
UID_00088;1;0;2;1;Meal Plan 1;0;Room_Type 1;17;2018;2;20;Online;0;0;0;79;0;Not_Canceled
UID_00089;2;0;0;2;Meal Plan 1;0;Room_Type 1;107;2018;6;10;Offline;0;0;0;130;1;Not_Canceled
UID_00090;2;0;2;2;Not Selected;0;Room_Type 1;228;2018;9;10;Online;0;0;0;90.1;1;Not_Canceled
UID_00091;3;0;3;5;Meal Plan 1;1;Room_Type 1;122;2018;8;21;Offline;0;0;0;105.9;0;Not_Canceled
UID_00092;2;0;0;3;Meal Plan 1;0;Room_Type 1;123;2018;5;4;Online;0;0;0;105.3;0;Not_Canceled
UID_00093;2;0;0;4;Meal Plan 1;0;Room_Type 1;259;2018;12;7;Online;0;0;0;73.95;1;Not_Canceled
UID_00094;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;109;0;Not_Canceled
UID_00095;2;0;0;2;Meal Plan 1;0;Room_Type 1;11;2017;8;18;Corporate;0;0;0;75;0;Canceled
UID_00096;2;0;0;1;Meal Plan 1;0;Room_Type 1;9;2018;8;11;Corporate;1;3;13;75;0;Not_Canceled
UID_00097;2;0;0;1;Meal Plan 1;0;Room_Type 1;52;2017;10;23;Online;0;0;0;72.76;1;Not_Canceled
UID_00098;2;0;1;3;Not Selected;0;Room_Type 1;12;2017;9;24;Online;0;0;0;178.5;1;Not_Canceled
UID_00099;2;0;0;2;Meal Plan 1;0;Room_Type 1;30;2018;6;2;Offline;0;0;0;140;0;Not_Canceled
UID_00100;2;0;0;2;Meal Plan 1;0;Room_Type 1;67;2018;12;16;Offline;0;0;0;68;0;Not_Canceled
UID_00101;1;0;0;1;Meal Plan 1;0;Room_Type 1;13;2017;9;11;Online;0;0;0;95;1;Not_Canceled
UID_00102;2;0;0;1;Not Selected;0;Room_Type 1;2;2017;12;24;Online;0;0;0;67.5;1;Not_Canceled
UID_00103;2;0;2;1;Meal Plan 1;0;Room_Type 1;27;2018;9;18;Offline;0;0;0;85.5;0;Not_Canceled
UID_00104;1;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;95;0;Not_Canceled
UID_00105;2;0;0;1;Meal Plan 1;0;Room_Type 4;80;2018;7;1;Online;0;0;0;98.41;0;Canceled
UID_00106;2;0;0;4;Meal Plan 1;0;Room_Type 1;47;2018;11;1;Online;0;0;0;91.8;2;Not_Canceled
UID_00107;2;0;0;2;Meal Plan 2;0;Room_Type 1;239;2018;6;15;Offline;0;0;0;112.2;0;Canceled
UID_00108;1;0;1;3;Meal Plan 1;0;Room_Type 1;88;2018;11;7;Online;0;0;0;136.06;1;Canceled
UID_00109;1;0;0;1;Meal Plan 1;0;Room_Type 1;289;2017;10;17;Online;0;0;0;0;0;Canceled
UID_00110;2;0;2;2;Meal Plan 1;0;Room_Type 1;69;2017;9;6;Offline;0;0;0;81.09;0;Not_Canceled
UID_00111;2;0;0;3;Meal Plan 1;0;Room_Type 4;60;2018;12;8;Online;0;0;0;126;3;Not_Canceled
UID_00112;2;0;1;2;Meal Plan 1;0;Room_Type 1;88;2018;3;4;Offline;0;0;0;60;1;Not_Canceled
UID_00113;2;0;2;2;Meal Plan 1;0;Room_Type 1;28;2018;5;1;Online;0;0;0;133.95;1;Not_Canceled
UID_00114;1;0;1;2;Meal Plan 1;0;Room_Type 1;18;2018;4;15;Online;0;0;0;112.33;0;Canceled
UID_00115;2;1;0;1;Meal Plan 2;1;Room_Type 1;14;2018;3;24;Online;0;0;0;215.5;2;Not_Canceled
UID_00116;2;0;1;3;Meal Plan 1;0;Room_Type 4;166;2018;10;3;Online;0;0;0;122.4;1;Canceled
UID_00117;1;0;0;1;Meal Plan 1;0;Room_Type 1;59;2018;1;28;Offline;0;0;0;81;0;Not_Canceled
UID_00118;2;0;2;3;Meal Plan 1;0;Room_Type 4;136;2018;4;28;Online;0;0;0;102.85;0;Not_Canceled
UID_00119;2;0;0;3;Meal Plan 1;0;Room_Type 4;149;2018;7;28;Offline;0;0;0;92.03;0;Not_Canceled
UID_00120;2;0;0;4;Not Selected;0;Room_Type 1;9;2018;12;28;Online;0;0;0;95.2;1;Not_Canceled
UID_00121;2;0;2;1;Meal Plan 1;0;Room_Type 1;115;2018;3;26;Offline;0;0;0;58;0;Not_Canceled
UID_00122;1;0;1;1;Meal Plan 1;0;Room_Type 1;18;2018;4;18;Online;0;0;0;95;0;Canceled
UID_00123;2;0;0;3;Meal Plan 1;0;Room_Type 4;103;2018;8;3;Online;0;0;0;118.8;0;Canceled
UID_00124;2;0;0;1;Meal Plan 1;0;Room_Type 1;11;2017;8;7;Online;0;0;0;75;1;Not_Canceled
UID_00125;1;0;2;0;Meal Plan 1;0;Room_Type 1;91;2018;8;21;Online;0;0;0;112.5;0;Not_Canceled
UID_00126;3;0;0;3;Meal Plan 1;0;Room_Type 4;88;2018;4;6;Online;0;0;0;100.72;2;Not_Canceled
UID_00127;2;0;0;3;Meal Plan 1;0;Room_Type 2;46;2017;11;4;Online;0;0;0;105.5;1;Not_Canceled
UID_00128;2;1;1;5;Meal Plan 1;0;Room_Type 1;108;2018;7;5;Online;0;0;0;123.25;2;Canceled
UID_00129;3;0;0;1;Meal Plan 1;0;Room_Type 5;12;2018;8;30;Offline;0;0;0;138;0;Not_Canceled
UID_00130;2;0;2;2;Meal Plan 1;0;Room_Type 1;56;2017;9;25;Offline;0;0;0;185;0;Not_Canceled
UID_00131;2;0;0;2;Meal Plan 2;0;Room_Type 1;346;2018;9;13;Online;0;0;0;115;1;Canceled
UID_00132;2;0;0;2;Meal Plan 1;0;Room_Type 1;5;2018;5;24;Corporate;0;0;0;110;1;Not_Canceled
UID_00133;2;0;0;4;Meal Plan 2;0;Room_Type 1;100;2018;9;28;Offline;0;0;0;140;1;Not_Canceled
UID_00134;2;0;0;3;Not Selected;0;Room_Type 1;30;2018;1;28;Online;0;0;0;67.5;1;Not_Canceled
UID_00135;1;0;0;1;Meal Plan 1;0;Room_Type 1;14;2018;7;20;Online;0;0;0;96;1;Not_Canceled
UID_00136;2;0;0;1;Not Selected;0;Room_Type 1;0;2018;6;9;Online;0;0;0;69.01;0;Not_Canceled
UID_00137;2;0;1;0;Not Selected;0;Room_Type 1;18;2018;9;12;Online;0;0;0;89;0;Not_Canceled
UID_00138;2;2;0;2;Meal Plan 1;0;Room_Type 6;47;2018;5;6;Online;0;0;0;198.9;0;Canceled
UID_00139;2;0;1;1;Meal Plan 1;0;Room_Type 1;60;2017;9;21;Offline;0;0;0;65;0;Not_Canceled
UID_00140;3;0;0;3;Meal Plan 1;1;Room_Type 4;106;2018;8;9;Online;0;0;0;159.3;2;Not_Canceled
UID_00141;1;0;2;4;Meal Plan 1;0;Room_Type 1;0;2017;9;13;Online;0;0;0;136;0;Not_Canceled
UID_00142;2;0;1;2;Not Selected;0;Room_Type 1;57;2018;6;20;Online;0;0;0;68.61;1;Not_Canceled
UID_00143;2;0;1;4;Meal Plan 1;0;Room_Type 1;143;2018;8;31;Online;0;0;0;101.31;1;Not_Canceled
UID_00144;1;0;0;1;Meal Plan 1;0;Room_Type 1;5;2018;2;10;Online;0;0;0;86;0;Not_Canceled
UID_00145;1;0;0;2;Meal Plan 1;0;Room_Type 1;99;2018;2;19;Corporate;0;0;0;81;0;Not_Canceled
UID_00146;2;0;1;2;Not Selected;0;Room_Type 1;4;2018;4;15;Online;0;0;0;83.93;0;Canceled
UID_00147;2;0;0;1;Meal Plan 1;0;Room_Type 1;228;2018;6;4;Online;0;0;0;73.6;1;Canceled
UID_00148;2;0;1;2;Not Selected;0;Room_Type 1;48;2018;2;19;Online;0;0;0;67.5;0;Canceled
UID_00149;2;0;1;3;Meal Plan 1;0;Room_Type 1;65;2018;6;9;Offline;0;0;0;80.75;0;Not_Canceled
UID_00150;2;0;2;4;Not Selected;0;Room_Type 1;57;2018;12;15;Online;0;0;0;74.8;0;Canceled
UID_00151;1;0;0;2;Meal Plan 1;0;Room_Type 1;64;2018;5;17;Corporate;0;0;0;130;0;Not_Canceled
UID_00152;2;0;0;2;Meal Plan 2;0;Room_Type 1;256;2018;6;15;Offline;0;0;0;115;1;Canceled
UID_00153;1;0;0;1;Meal Plan 1;1;Room_Type 1;3;2018;3;3;Online;0;0;0;104;0;Not_Canceled
UID_00154;1;0;0;2;Meal Plan 1;0;Room_Type 1;99;2018;2;19;Corporate;0;0;0;81;0;Not_Canceled
UID_00155;1;0;1;2;Meal Plan 1;0;Room_Type 1;82;2018;4;11;Offline;0;0;0;76.5;0;Not_Canceled
UID_00156;2;0;0;3;Meal Plan 1;0;Room_Type 1;76;2018;5;17;Offline;0;0;0;80.75;1;Not_Canceled
UID_00157;2;0;1;2;Meal Plan 1;0;Room_Type 1;150;2018;10;3;Online;0;0;0;118.8;2;Not_Canceled
UID_00158;1;0;0;2;Meal Plan 1;0;Room_Type 1;151;2018;1;19;Offline;0;0;0;71;0;Not_Canceled
UID_00159;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;2018;2;19;Corporate;0;0;0;80;0;Not_Canceled
UID_00160;2;0;1;0;Not Selected;0;Room_Type 1;0;2018;12;5;Online;0;0;0;88;0;Not_Canceled
UID_00161;3;0;0;3;Meal Plan 1;0;Room_Type 1;147;2018;6;2;Offline;0;0;0;124;0;Canceled
UID_00162;1;0;2;0;Meal Plan 1;1;Room_Type 1;2;2018;7;3;Corporate;1;0;5;67;0;Not_Canceled
UID_00163;2;0;0;2;Meal Plan 1;0;Room_Type 4;58;2018;9;27;Online;0;0;0;115.04;2;Not_Canceled
UID_00164;2;0;1;2;Meal Plan 1;0;Room_Type 1;49;2018;3;7;Online;0;0;0;78.3;0;Canceled
UID_00165;2;0;0;3;Meal Plan 1;0;Room_Type 1;5;2017;10;6;Online;0;0;0;151.33;0;Not_Canceled
UID_00166;1;0;0;1;Meal Plan 1;0;Room_Type 1;2;2017;10;1;Online;0;0;0;120;1;Not_Canceled
UID_00167;2;0;0;4;Meal Plan 1;0;Room_Type 1;132;2018;7;5;Online;0;0;0;105.83;0;Canceled
UID_00168;2;0;0;2;Meal Plan 2;0;Room_Type 1;273;2017;7;17;Offline;0;0;0;109;0;Canceled
UID_00169;2;0;0;4;Meal Plan 1;0;Room_Type 1;176;2018;7;12;Online;0;0;0;90.95;0;Canceled
UID_00170;2;0;1;2;Meal Plan 1;0;Room_Type 1;124;2018;5;9;Offline;0;0;0;80.75;0;Not_Canceled
UID_00171;2;0;1;1;Meal Plan 1;0;Room_Type 1;60;2017;9;21;Offline;0;0;0;48;0;Canceled
UID_00172;2;0;1;0;Not Selected;0;Room_Type 1;54;2018;4;18;Online;0;0;0;85.5;0;Canceled
UID_00173;1;0;1;1;Meal Plan 1;0;Room_Type 1;18;2018;5;9;Offline;0;0;0;88.8;0;Not_Canceled
UID_00174;2;0;2;1;Not Selected;0;Room_Type 1;65;2018;11;19;Online;0;0;0;82.13;1;Canceled
UID_00175;2;0;0;2;Meal Plan 1;0;Room_Type 1;3;2018;11;18;Complementary;0;0;0;0;0;Not_Canceled
UID_00176;2;0;1;3;Meal Plan 1;0;Room_Type 1;75;2018;6;20;Offline;0;0;0;80.75;1;Not_Canceled
UID_00177;2;0;2;1;Meal Plan 1;1;Room_Type 1;64;2018;6;19;Online;0;0;0;117.9;1;Not_Canceled
UID_00178;2;0;2;3;Meal Plan 1;0;Room_Type 1;96;2018;3;6;Offline;0;0;0;60;0;Not_Canceled
UID_00179;2;0;0;1;Not Selected;0;Room_Type 1;95;2018;4;14;Online;0;0;0;65.83;1;Not_Canceled
UID_00180;2;0;0;2;Meal Plan 1;0;Room_Type 1;160;2017;8;5;Online;0;0;0;76.5;1;Not_Canceled
UID_00181;2;0;2;2;Not Selected;0;Room_Type 1;16;2018;11;18;Online;0;0;0;91.5;0;Canceled
UID_00182;2;0;0;3;Not Selected;1;Room_Type 1;141;2018;7;14;Online;0;0;0;103.5;1;Not_Canceled
UID_00183;2;0;0;4;Not Selected;0;Room_Type 1;177;2018;8;24;Online;0;0;0;82.88;0;Canceled
UID_00184;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Offline;0;0;0;115;1;Canceled
UID_00185;2;0;1;5;Meal Plan 1;0;Room_Type 1;349;2018;10;4;Offline;0;0;0;123.33;0;Canceled
UID_00186;2;0;0;4;Not Selected;0;Room_Type 1;178;2018;8;10;Online;0;0;0;89.25;0;Canceled
UID_00187;2;0;0;2;Meal Plan 2;0;Room_Type 4;80;2017;10;9;Offline;0;0;0;136;0;Not_Canceled
UID_00188;2;0;2;5;Meal Plan 1;0;Room_Type 4;59;2018;3;29;Online;0;0;0;101.27;2;Not_Canceled
UID_00189;2;0;2;5;Meal Plan 1;0;Room_Type 1;144;2018;7;16;Offline;0;0;0;72.25;0;Not_Canceled
UID_00190;2;0;1;2;Meal Plan 1;0;Room_Type 1;52;2017;11;6;Online;0;0;0;73.2;1;Not_Canceled
UID_00191;2;0;1;3;Meal Plan 2;0;Room_Type 1;210;2017;10;8;Offline;0;0;0;86;0;Canceled
UID_00192;1;0;1;0;Meal Plan 1;0;Room_Type 1;13;2018;12;5;Online;0;0;0;96;0;Not_Canceled
UID_00193;2;0;2;3;Meal Plan 1;0;Room_Type 1;54;2018;8;11;Offline;0;0;0;85;0;Canceled
UID_00194;2;0;0;2;Meal Plan 1;0;Room_Type 4;142;2018;8;26;Online;0;0;0;109.8;0;Canceled
UID_00195;2;0;0;1;Not Selected;0;Room_Type 1;32;2018;9;2;Online;0;0;0;72.42;1;Not_Canceled
UID_00196;1;2;4;6;Meal Plan 1;0;Room_Type 4;175;2018;7;10;Online;0;0;0;129.2;1;Canceled
UID_00197;1;0;2;1;Meal Plan 1;0;Room_Type 1;3;2018;6;19;Offline;0;0;0;76.5;0;Not_Canceled
UID_00198;2;1;1;1;Meal Plan 1;0;Room_Type 1;4;2018;3;21;Online;0;0;0;119;0;Canceled
UID_00199;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;101.5;0;Not_Canceled
UID_00200;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;101.5;0;Not_Canceled
UID_00201;2;0;0;3;Meal Plan 1;0;Room_Type 1;147;2018;6;2;Offline;0;0;0;95;0;Canceled
UID_00202;2;0;0;2;Meal Plan 1;0;Room_Type 4;16;2018;12;2;Online;0;0;0;117.5;2;Not_Canceled
UID_00203;1;0;1;2;Not Selected;0;Room_Type 1;82;2018;11;7;Online;0;0;0;133.98;1;Not_Canceled
UID_00204;2;0;2;3;Meal Plan 1;0;Room_Type 1;276;2018;5;13;Offline;0;0;0;61;0;Canceled
UID_00205;2;0;0;2;Meal Plan 1;0;Room_Type 4;32;2017;10;20;Offline;0;0;0;75;0;Not_Canceled
UID_00206;2;0;2;1;Meal Plan 1;0;Room_Type 1;79;2018;4;16;Online;0;0;0;96.3;1;Not_Canceled
UID_00207;2;1;2;3;Meal Plan 1;0;Room_Type 5;52;2018;10;23;Online;0;0;0;145.24;0;Canceled
UID_00208;2;0;0;3;Meal Plan 1;0;Room_Type 1;26;2017;10;7;Online;0;0;0;114.67;2;Not_Canceled
UID_00209;2;0;3;10;Meal Plan 1;0;Room_Type 1;6;2017;9;1;Online;0;0;0;116.62;1;Canceled
UID_00210;2;0;0;2;Meal Plan 1;0;Room_Type 2;330;2018;10;14;Online;0;0;0;106.7;1;Canceled
UID_00211;2;0;0;4;Meal Plan 1;0;Room_Type 1;120;2018;8;2;Offline;0;0;0;72.25;0;Not_Canceled
UID_00212;2;0;1;1;Meal Plan 1;0;Room_Type 1;33;2018;9;26;Online;0;0;0;119;1;Not_Canceled
UID_00213;2;0;0;1;Meal Plan 1;0;Room_Type 1;105;2018;4;6;Offline;0;0;0;75;0;Canceled
UID_00214;2;0;2;3;Meal Plan 1;0;Room_Type 1;19;2018;11;13;Offline;0;0;0;80;0;Not_Canceled
UID_00215;3;0;2;1;Meal Plan 1;0;Room_Type 4;29;2018;8;28;Online;0;0;0;150.17;3;Not_Canceled
UID_00216;2;0;0;2;Meal Plan 1;0;Room_Type 1;181;2018;8;30;Online;0;0;0;96.3;2;Canceled
UID_00217;2;0;0;1;Not Selected;0;Room_Type 4;6;2018;10;13;Online;0;0;0;108.05;0;Not_Canceled
